Order ID,Customer ID,Customer Name,Region,State,City,Category,Product Name,Quantity,Unit Price,Discount %,Total Sales,Sales Date,Payment Method,Delivery Status,Customer Segment
O10894,C239,Evelyn Hill,West,Gujarat,Ahmedabad,Electronics,Laptop,37,45249.61,19.41,1349266.45,2026-10-25,Debit Card,Delivered,Corporate
O10895,C462,Jasmine Edwards,West,Maharashtra,Nagpur,Accessories,USB Cable,1,4792.56,10.31,4298.45,2026-01-09,Net Banking,Delivered,Corporate
O10896,C380,Juan Moore,South,Tamil Nadu,Chennai,Furniture,Cabinet,3,6118.1,15.13,15577.29,2026-07-15,Cash,Delivered,Consumer
O10897,C374,Donald Gonzalez,North,Delhi,New Delhi,Accessories,Headset,48,15183.26,12.4,638425.72,2026-10-10,Net Banking,Delivered,Corporate
O10898,C119,Linda Wong,East,Jharkhand,Dhanbad,Furniture,Chair,49,11082.04,19.06,439520.36,2026-05-15,Debit Card,Delivered,Consumer
O10899,C317,Mark Thomas,North,Delhi,New Delhi,Clothing,Jeans,3,1090.21,10.17,2938.01,2026-11-15,UPI,Delivered,Home Office
O10900,C369,James Bowman,South,Kerala,Kochi,Clothing,Shirt,5,22674.62,18.91,91934.25,2026-12-20,Net Banking,Pending,Consumer
O10901,C246,Courtney Bruce,North,Punjab,Ludhiana,Furniture,Table,34,8102.77,1.47,271444.42,2026-10-07,Debit Card,Pending,Home Office
O10902,C473,Valerie Brown,East,Jharkhand,Jamshedpur,Furniture,Chair,13,22265.63,11.88,255066.15,2026-04-24,Credit Card,Delivered,Consumer
O10903,C267,Jennifer Lee,South,Tamil Nadu,Chennai,Sports,Yoga Mat,27,34291.53,0.85,918001.4,2026-01-17,Net Banking,Delivered,Corporate
O10904,C381,Scott Nguyen,East,Bihar,Patna,Sports,Yoga Mat,50,28473.41,7.91,1311058.16,2026-05-10,Debit Card,Delivered,Home Office
O10905,C390,Lisa Ortega,East,Odisha,Cuttack,Appliances,Refrigerator,21,4316.84,15.36,76729.24,2026-07-24,Debit Card,Delivered,Corporate
O10906,C066,Casey Mueller,East,Bihar,Bhagalpur,Appliances,Mixer,35,25666.72,2.96,871744.48,2026-11-17,UPI,Pending,Home Office
O10907,C234,Dr. Margaret Bennett DDS,West,Gujarat,Surat,Clothing,Shirt,50,25981.73,2.69,1264141.07,2026-09-15,UPI,Delivered,Consumer
O10908,C011,Emily Hernandez,North,Punjab,Patiala,Accessories,Headset,41,14084.6,17.64,475603.14,2026-03-02,Credit Card,Pending,Home Office
O10909,C403,Matthew Carter,South,Kerala,Kochi,Appliances,Mixer,35,48742.07,6.96,1587236.77,2026-12-21,Cash,Delivered,Consumer
O10910,C345,Lisa Ward,North,Punjab,Patiala,Sports,Tennis Racket,8,10000.16,1.0,79201.27,2026-04-25,Cash,Delivered,Home Office
O10911,C481,Edward Smith,East,Odisha,Bhubaneswar,Accessories,USB Cable,5,7839.33,17.88,32188.29,2026-10-02,UPI,Delivered,Consumer
O10912,C319,Ann Ramirez,South,Tamil Nadu,Madurai,Appliances,Washing Machine,17,34826.33,6.16,555577.48,2026-05-27,Net Banking,Delivered,Home Office
O10913,C372,Jordan Turner,North,Haryana,Faridabad,Sports,Yoga Mat,30,27152.88,7.84,750722.83,2026-04-12,UPI,Delivered,Home Office
O10914,C378,Ashley Kelly,South,Andhra Pradesh,Guntur,Appliances,Washing Machine,41,13775.89,18.22,461902.84,2026-03-20,Cash,Delivered,Consumer
O10915,C393,Heather Chang,West,Gujarat,Surat,Clothing,T-Shirt,7,42714.34,14.7,255047.32,2026-08-19,Cash,Delivered,Corporate
O10916,C453,Michael Brown,North,Haryana,Faridabad,Furniture,Cabinet,42,31855.98,19.03,1083339.05,2026-07-03,Credit Card,Cancelled,Consumer
O10917,C139,Dawn Cummings PhD,South,Tamil Nadu,Coimbatore,Sports,Tennis Racket,28,30457.18,1.88,836768.38,2026-10-04,Debit Card,Delivered,Consumer
O10918,C045,Shannon Palmer,South,Andhra Pradesh,Visakhapatnam,Sports,Tennis Racket,45,34471.81,0.5,1543475.29,2026-03-09,UPI,Delivered,Corporate
O10919,C051,Debra Welch,North,Punjab,Ludhiana,Electronics,Printer,28,17556.15,2.51,479233.74,2026-04-27,Net Banking,Delivered,Home Office
O10920,C473,Christopher Wilson,North,Uttar Pradesh,Noida,Appliances,Air Conditioner,48,47109.07,11.21,2007750.88,2026-10-19,Cash,Delivered,Home Office
O10921,C069,Brenda Gibson,South,Karnataka,Mangalore,Accessories,Power Bank,8,17181.43,11.22,122029.39,2026-08-19,Debit Card,Delivered,Home Office
O10922,C193,Jennifer Jefferson,South,Kerala,Kochi,Sports,Cricket Bat,9,31020.13,15.26,236578.12,2026-04-29,Credit Card,Delivered,Home Office
O10923,C454,Monica Watts,North,Uttar Pradesh,Kanpur,Electronics,Keyboard,14,43526.27,14.75,519486.03,2026-06-11,Cash,Delivered,Home Office
O10924,C063,Katherine Nichols,East,Bihar,Gaya,Electronics,Printer,33,17168.82,7.43,524474.83,2026-06-17,Debit Card,Delivered,Consumer
O10925,C027,Daniel Curry,East,Odisha,Rourkela,Appliances,Washing Machine,42,42851.35,7.52,1664415.0,2026-07-01,Credit Card,Delivered,Home Office
O10926,C123,Ryan Harvey,North,Uttar Pradesh,Lucknow,Clothing,Jeans,30,31418.84,0.96,933516.57,2026-10-23,Net Banking,Pending,Consumer
O10927,C058,Haley Stewart,East,Bihar,Bhagalpur,Accessories,Headset,33,1984.91,10.05,58919.08,2026-01-22,Credit Card,Delivered,Consumer
O10928,C434,Autumn Hernandez,North,Delhi,New Delhi,Accessories,Smartwatch,4,1307.34,12.87,4556.34,2026-04-01,Debit Card,Delivered,Corporate
O10929,C100,Jon Baker,South,Tamil Nadu,Chennai,Clothing,Shirt,17,25565.71,14.54,371423.75,2026-11-29,Credit Card,Delivered,Consumer
O10930,C179,Vanessa Manning,East,West Bengal,Durgapur,Electronics,Monitor,15,1437.89,11.89,19003.87,2026-06-18,UPI,Delivered,Corporate
O10931,C385,Christopher Berg,East,Bihar,Bhagalpur,Clothing,Jacket,3,13996.46,6.23,39373.44,2026-03-02,Cash,Delivered,Consumer
O10932,C279,Mackenzie Jackson,South,Karnataka,Mysore,Appliances,Refrigerator,41,14315.43,11.51,519376.68,2026-08-17,Net Banking,Delivered,Consumer
O10933,C365,Michelle Brown,East,Jharkhand,Jamshedpur,Appliances,Refrigerator,20,30763.61,14.29,527349.8,2026-01-17,Cash,Delivered,Home Office
O10934,C302,Kristina Deleon,North,Punjab,Amritsar,Accessories,USB Cable,19,7092.06,5.6,127203.19,2026-12-15,Net Banking,Delivered,Corporate
O10935,C322,Jordan Macias,North,Haryana,Gurgaon,Clothing,T-Shirt,23,11284.87,2.63,252725.79,2026-04-17,Debit Card,Delivered,Home Office
O10936,C330,Linda Johnson,East,Bihar,Bhagalpur,Accessories,Charger,21,36886.5,19.02,627284.44,2026-02-03,UPI,Delivered,Corporate
O10937,C098,Richard Myers,North,Haryana,Gurgaon,Clothing,Shirt,29,41532.69,3.91,1157354.09,2026-07-11,Cash,Delivered,Corporate
O10938,C179,Nicole Maddox,East,Bihar,Patna,Clothing,Jeans,12,38153.79,10.11,411557.3,2026-07-11,Net Banking,Delivered,Consumer
O10939,C384,Renee Nash,East,West Bengal,Kolkata,Furniture,Sofa,15,9086.65,8.64,124523.45,2026-12-26,Debit Card,Pending,Home Office
O10940,C347,Paul Thompson,North,Delhi,New Delhi,Furniture,Table,29,5110.71,1.99,145261.2,2026-08-28,UPI,Pending,Consumer
O10941,C084,Phillip Morrison,North,Delhi,New Delhi,Electronics,Monitor,27,6840.65,15.51,156050.96,2026-06-24,Net Banking,Delivered,Home Office
O10942,C337,Thomas Wright,South,Karnataka,Mangalore,Appliances,Refrigerator,23,21806.88,9.22,455314.57,2026-04-23,Credit Card,Delivered,Home Office
O10943,C150,Teresa Morales,West,Maharashtra,Pune,Appliances,Air Conditioner,32,29335.33,12.3,823266.7,2026-11-11,Cash,Delivered,Consumer
O10944,C233,Brandon Smith,South,Tamil Nadu,Coimbatore,Appliances,Refrigerator,30,47208.79,2.89,1375333.68,2026-08-14,Credit Card,Delivered,Home Office
O10945,C433,Tiffany Sloan,West,Gujarat,Vadodara,Furniture,Cabinet,2,1516.95,6.07,2849.74,2026-07-23,Debit Card,Delivered,Consumer
O10946,C218,Stefanie Bolton MD,East,West Bengal,Kolkata,Appliances,Air Conditioner,1,17243.62,10.15,15493.39,2026-02-28,Credit Card,Delivered,Consumer
O10947,C090,Ryan Patton,South,Kerala,Kochi,Electronics,Laptop,8,1277.06,19.68,8205.88,2026-07-12,Debit Card,Delivered,Consumer
O10948,C395,Paul Jones,North,Haryana,Gurgaon,Electronics,Keyboard,34,36892.87,17.53,1034468.7,2026-03-27,Credit Card,Delivered,Home Office
O10949,C289,Morgan Smith,West,Gujarat,Surat,Accessories,Headset,43,47726.19,11.18,1822787.28,2026-09-05,Debit Card,Delivered,Consumer
O10950,C248,Lisa Oneal,West,Gujarat,Vadodara,Appliances,Microwave,7,16129.28,10.04,101569.3,2026-06-19,Credit Card,Delivered,Home Office
O10951,C203,Beth Farley,East,Bihar,Patna,Appliances,Refrigerator,42,3003.18,3.29,121983.77,2026-04-26,Net Banking,Delivered,Home Office
O10952,C336,Donna Knight,North,Uttar Pradesh,Noida,Appliances,Mixer,21,13773.63,0.68,287279.36,2026-02-01,Credit Card,Pending,Consumer
O10953,C353,Michael Adams,North,Delhi,New Delhi,Furniture,Bookshelf,13,19704.43,19.19,207000.95,2026-04-28,Debit Card,Delivered,Corporate
O10954,C019,Roy Hernandez,West,Goa,Margao,Appliances,Microwave,1,36877.33,14.42,31559.62,2026-08-13,UPI,Delivered,Consumer
O10955,C297,Amanda Short,East,West Bengal,Durgapur,Clothing,Shirt,48,36029.17,7.75,1595371.65,2026-01-14,Debit Card,Delivered,Home Office
O10956,C164,Elizabeth Campbell,North,Punjab,Ludhiana,Furniture,Chair,44,44092.7,8.9,1767411.79,2026-04-15,Net Banking,Delivered,Consumer
O10957,C313,Jessica Taylor,North,Haryana,Faridabad,Sports,Basketball,6,13927.46,9.3,75793.24,2026-02-15,Debit Card,Delivered,Corporate
O10958,C011,Sharon Lane,North,Punjab,Patiala,Furniture,Chair,8,10931.64,0.94,86631.06,2026-02-04,Cash,Delivered,Corporate
O10959,C090,Sarah Ingram,East,Bihar,Bhagalpur,Sports,Tennis Racket,49,16559.97,9.25,736380.47,2026-03-27,UPI,Delivered,Home Office
O10960,C114,Jennifer Sandoval,West,Rajasthan,Jodhpur,Furniture,Sofa,37,22077.25,10.03,734927.37,2026-07-15,Debit Card,Delivered,Corporate
O10961,C323,Charlotte Sloan,East,Jharkhand,Dhanbad,Appliances,Microwave,28,46046.11,15.67,1087259.17,2026-06-09,Cash,Delivered,Corporate
O10962,C495,Michael Obrien,South,Andhra Pradesh,Vijayawada,Accessories,USB Cable,8,45271.05,8.43,331637.6,2026-04-14,Debit Card,Delivered,Home Office
O10963,C365,Carl Johnson,West,Goa,Panaji,Clothing,Shirt,3,30439.89,17.4,75430.05,2026-08-25,UPI,Delivered,Consumer
O10964,C182,Karen Hardy,West,Goa,Margao,Sports,Yoga Mat,30,40579.42,15.61,1027349.18,2026-02-02,Cash,Delivered,Home Office
O10965,C362,Vanessa Williams,South,Andhra Pradesh,Guntur,Accessories,USB Cable,40,16945.21,8.28,621685.86,2026-05-02,Debit Card,Delivered,Consumer
O10966,C004,Jennifer Walter,East,Odisha,Rourkela,Clothing,Jacket,29,6373.03,5.05,175484.57,2026-06-08,Net Banking,Delivered,Home Office
O10967,C477,Nathan Lang,North,Punjab,Amritsar,Accessories,Charger,12,20971.76,5.4,238071.42,2026-12-25,UPI,Delivered,Home Office
O10968,C172,Michael Vasquez,South,Andhra Pradesh,Guntur,Appliances,Mixer,1,5123.58,15.0,4355.04,2026-10-05,Credit Card,Delivered,Corporate
O10969,C092,Timothy Burton,East,Odisha,Cuttack,Furniture,Chair,11,13188.45,4.55,138472.13,2026-08-26,Credit Card,Pending,Corporate
O10970,C213,Samuel Kennedy,North,Delhi,New Delhi,Electronics,Keyboard,22,27970.07,19.96,492519.37,2026-12-10,UPI,Delivered,Home Office
O10971,C041,Edwin Scott,South,Tamil Nadu,Chennai,Electronics,Monitor,34,10192.02,6.35,324524.11,2026-12-10,Credit Card,Delivered,Consumer
O10972,C161,Rebecca Weiss,East,West Bengal,Durgapur,Sports,Tennis Racket,50,46615.91,11.98,2051566.2,2026-11-19,Credit Card,Delivered,Home Office
O10973,C152,Ernest Bernard,North,Uttar Pradesh,Kanpur,Sports,Cricket Bat,42,21149.11,9.53,803611.19,2026-09-07,Debit Card,Delivered,Consumer
O10974,C106,Matthew Lawson,South,Kerala,Kochi,Appliances,Air Conditioner,16,20217.79,18.63,263219.45,2026-05-01,Net Banking,Delivered,Consumer
O10975,C236,Jennifer Riddle DDS,South,Kerala,Kochi,Clothing,Jeans,16,28070.56,6.0,422181.22,2026-06-02,UPI,Delivered,Consumer
O10976,C030,Ronnie Henry,North,Haryana,Faridabad,Accessories,USB Cable,3,28151.88,3.96,81111.2,2026-10-21,UPI,Delivered,Home Office
O10977,C224,Kathleen Dickerson,North,Haryana,Faridabad,Clothing,T-Shirt,31,41377.18,14.04,1102602.54,2026-05-19,Debit Card,Delivered,Consumer
O10978,C057,Danny Moore,West,Goa,Margao,Appliances,Air Conditioner,48,45255.8,4.39,2076915.38,2026-01-19,Debit Card,Delivered,Home Office
O10979,C163,Keith Scott,West,Gujarat,Vadodara,Furniture,Bookshelf,41,49010.55,16.38,1680287.5,2026-04-18,Cash,Cancelled,Consumer
O10980,C276,Michelle Ray,West,Gujarat,Vadodara,Appliances,Air Conditioner,47,4154.37,18.08,159953.22,2026-01-20,Net Banking,Delivered,Home Office
O10981,C393,Heidi Rodriguez,North,Haryana,Panipat,Accessories,Headset,38,44592.94,8.95,1542871.13,2026-02-27,Net Banking,Delivered,Corporate
O10982,C173,Matthew Davis,West,Maharashtra,Mumbai,Clothing,Jacket,4,43629.86,10.8,155671.34,2026-11-19,Net Banking,Delivered,Corporate
O10983,C493,Brianna Hurst,South,Karnataka,Bangalore,Clothing,Jacket,3,40887.06,12.65,107144.54,2026-04-22,Net Banking,Delivered,Home Office
O10984,C203,Victor Clark,North,Punjab,Amritsar,Sports,Tennis Racket,33,5431.98,1.14,177211.83,2026-05-01,Credit Card,Pending,Home Office
O10985,C445,Mark Ferguson,South,Tamil Nadu,Madurai,Furniture,Bookshelf,33,24867.82,13.74,707882.39,2026-12-03,Net Banking,Delivered,Consumer
O10986,C020,Christine Bradley,West,Rajasthan,Jodhpur,Appliances,Microwave,22,1479.43,10.09,29263.42,2026-07-09,Cash,Delivered,Home Office
O10987,C360,David Torres,South,Andhra Pradesh,Vijayawada,Clothing,T-Shirt,15,30672.27,13.73,396914.51,2026-04-07,Debit Card,Delivered,Corporate
O10988,C274,Thomas Powell,West,Gujarat,Surat,Furniture,Chair,23,4599.06,5.74,99706.7,2026-09-06,Cash,Delivered,Corporate
O10989,C082,Caleb Riley,East,Odisha,Bhubaneswar,Furniture,Cabinet,21,25037.94,11.8,463752.72,2026-12-16,Cash,Delivered,Home Office
O10990,C101,Walter Hammond,North,Uttar Pradesh,Noida,Accessories,Power Bank,41,14112.89,13.58,500050.74,2026-01-31,Net Banking,Delivered,Home Office
O10991,C009,Amanda Clayton,North,Delhi,New Delhi,Electronics,Monitor,38,48939.85,3.51,1794438.33,2026-08-03,UPI,Delivered,Consumer
O10992,C104,Anna Yu,East,West Bengal,Siliguri,Furniture,Cabinet,3,2018.58,0.02,6054.53,2026-03-01,Debit Card,Delivered,Consumer
O10993,C219,Keith Brown,North,Punjab,Amritsar,Furniture,Chair,2,37534.91,18.97,60829.08,2026-12-05,Debit Card,Delivered,Home Office
O10994,C023,Natasha West,East,Bihar,Patna,Furniture,Chair,33,21424.22,12.23,620533.25,2026-05-24,UPI,Delivered,Home Office
O10995,C285,Teresa Patton,West,Goa,Panaji,Appliances,Mixer,20,25430.42,12.28,446151.29,2026-10-15,Credit Card,Delivered,Corporate
O10996,C212,Dean Hutchinson,East,Odisha,Rourkela,Sports,Basketball,18,18804.96,11.67,298987.58,2026-01-08,UPI,Pending,Home Office
O10997,C258,Sherri Pollard,South,Kerala,Kochi,Electronics,Laptop,48,34472.08,14.93,1407619.13,2026-08-30,Debit Card,Pending,Corporate
O10998,C445,Robert Thompson,West,Gujarat,Vadodara,Accessories,Charger,45,1971.91,11.39,78628.93,2026-05-03,Cash,Delivered,Corporate
O10999,C355,Laura Wilson,West,Rajasthan,Jodhpur,Appliances,Air Conditioner,7,14955.54,6.32,98072.45,2026-03-16,UPI,Delivered,Home Office
O11000,C041,Martin Rodriguez,East,Bihar,Patna,Accessories,Smartwatch,14,32826.37,0.3,458190.47,2026-10-08,Credit Card,Delivered,Home Office
O11001,C065,Joseph Avery,North,Uttar Pradesh,Kanpur,Accessories,USB Cable,44,2697.86,14.71,101244.21,2026-02-24,Debit Card,Delivered,Corporate
O11002,C184,Nichole Ruiz,South,Karnataka,Mangalore,Clothing,T-Shirt,18,28147.05,15.04,430447.21,2026-02-19,Debit Card,Delivered,Corporate
O11003,C483,Lisa Jones,West,Maharashtra,Nagpur,Sports,Yoga Mat,41,49922.24,4.14,1962073.83,2026-05-05,Debit Card,Delivered,Corporate
O11004,C050,Mr. Christopher Rivera,West,Rajasthan,Jodhpur,Furniture,Cabinet,36,36076.5,9.91,1170047.48,2026-04-16,Credit Card,Delivered,Corporate
O11005,C151,Scott Hernandez,East,Bihar,Bhagalpur,Sports,Basketball,5,3394.63,5.84,15981.92,2026-10-24,UPI,Delivered,Consumer
O11006,C430,Rachel Sims,East,Jharkhand,Dhanbad,Accessories,Smartwatch,15,12831.08,18.53,156802.21,2026-11-15,Credit Card,Delivered,Home Office
O11007,C289,Samantha Taylor,West,Rajasthan,Jodhpur,Clothing,Dress,49,49544.3,5.01,2306044.4,2026-05-01,Net Banking,Cancelled,Consumer
O11008,C152,Stephen Green,South,Tamil Nadu,Coimbatore,Sports,Basketball,1,16539.1,12.57,14460.14,2026-04-16,UPI,Delivered,Corporate
O11009,C402,Mrs. Darlene Richards MD,North,Delhi,New Delhi,Appliances,Air Conditioner,21,27960.86,13.79,506206.21,2026-04-30,Debit Card,Delivered,Home Office
O11010,C173,Laura Singh,East,Bihar,Gaya,Sports,Football,9,2043.11,8.27,16867.3,2026-09-26,Net Banking,Delivered,Home Office
O11011,C079,Veronica Lopez,North,Punjab,Ludhiana,Sports,Basketball,38,12355.46,18.16,384244.92,2026-09-28,Debit Card,Delivered,Consumer
O11012,C371,Mark Waters,South,Karnataka,Bangalore,Electronics,Monitor,49,37276.31,11.44,1617583.11,2026-04-04,Debit Card,Delivered,Consumer
O11013,C464,Heather Franklin,West,Gujarat,Vadodara,Clothing,Dress,3,8045.0,18.25,19730.36,2026-12-01,Cash,Delivered,Home Office
O11014,C131,Ariel Sanchez,South,Kerala,Kochi,Furniture,Chair,32,27621.41,15.09,750506.86,2026-01-01,Debit Card,Pending,Consumer
O11015,C035,Joshua Gray,East,Jharkhand,Ranchi,Clothing,Shirt,38,3335.8,14.03,108975.92,2026-08-27,UPI,Delivered,Home Office
O11016,C319,Emily Warren,North,Punjab,Ludhiana,Clothing,Dress,27,4783.39,12.06,113575.86,2026-08-13,Cash,Delivered,Home Office
O11017,C167,Kayla Baker,West,Goa,Margao,Electronics,Mouse,16,42496.89,16.15,570138.28,2026-10-23,Net Banking,Delivered,Home Office
O11018,C203,Colleen Bell,West,Gujarat,Ahmedabad,Accessories,USB Cable,20,37213.01,0.59,739869.06,2026-11-19,Net Banking,Pending,Consumer
O11019,C403,Robert Kelly,South,Andhra Pradesh,Guntur,Accessories,Smartwatch,37,46508.61,19.5,1385258.95,2026-03-18,Debit Card,Delivered,Consumer
O11020,C176,Carl Gibson,West,Rajasthan,Jaipur,Accessories,USB Cable,7,40203.58,5.44,266115.54,2026-08-12,Debit Card,Delivered,Consumer
O11021,C428,Bonnie Mcneil,West,Maharashtra,Mumbai,Accessories,USB Cable,41,17474.83,17.37,592017.53,2026-07-25,Credit Card,Cancelled,Corporate
O11022,C374,Christopher Harris,West,Gujarat,Surat,Electronics,Laptop,22,41529.47,5.92,859560.36,2026-07-13,Debit Card,Delivered,Home Office
O11023,C263,Jennifer Miller,North,Uttar Pradesh,Lucknow,Furniture,Bookshelf,48,27470.65,10.92,1174601.04,2026-02-27,UPI,Pending,Home Office
O11024,C287,Natalie Garrett,South,Tamil Nadu,Chennai,Furniture,Table,44,22608.22,9.39,901353.56,2026-06-17,Debit Card,Delivered,Home Office
O11025,C379,Mark Lewis,West,Maharashtra,Nagpur,Clothing,Dress,42,35018.4,4.25,1408264.96,2026-12-09,Credit Card,Delivered,Home Office
O11026,C424,John Hall,North,Delhi,New Delhi,Accessories,Power Bank,22,28283.36,11.3,551921.49,2026-10-05,Debit Card,Delivered,Home Office
O11027,C379,Seth Jacobson,South,Andhra Pradesh,Guntur,Accessories,Headset,14,43851.9,0.79,609076.58,2026-11-11,Credit Card,Cancelled,Consumer
O11028,C103,Brian Bryant,South,Andhra Pradesh,Visakhapatnam,Sports,Cricket Bat,31,29896.3,2.11,907230.13,2026-07-04,Credit Card,Delivered,Consumer
O11029,C110,Joy Rivera,South,Karnataka,Mysore,Electronics,Mouse,45,22950.21,4.87,982464.06,2026-07-13,Net Banking,Delivered,Corporate
O11030,C280,Douglas Hurley,South,Andhra Pradesh,Vijayawada,Furniture,Sofa,2,11912.78,2.21,23299.02,2026-11-07,Cash,Delivered,Consumer
O11031,C331,Sherry Torres,East,Bihar,Bhagalpur,Appliances,Air Conditioner,29,25688.94,5.18,706389.33,2026-05-10,Debit Card,Delivered,Consumer
O11032,C368,Christina Johnson,West,Goa,Margao,Sports,Yoga Mat,30,29664.66,1.34,878014.61,2026-07-29,Debit Card,Delivered,Home Office
O11033,C479,Leah Little,South,Karnataka,Mysore,Electronics,Laptop,16,980.18,11.15,13934.24,2026-08-26,UPI,Delivered,Home Office
O11034,C464,Lorraine Robinson,East,Jharkhand,Jamshedpur,Appliances,Mixer,11,49533.42,6.29,510595.45,2026-06-21,Net Banking,Cancelled,Consumer
O11035,C463,Angela Cole,North,Punjab,Patiala,Appliances,Mixer,3,35527.06,16.86,88611.59,2026-12-24,Debit Card,Delivered,Corporate
O11036,C469,Kaitlyn Howard,North,Haryana,Faridabad,Furniture,Sofa,42,17740.97,2.13,729249.67,2026-02-08,UPI,Delivered,Home Office
O11037,C278,Brandon Turner,West,Goa,Margao,Appliances,Mixer,41,47549.61,10.51,1744637.99,2026-05-28,Credit Card,Pending,Corporate
O11038,C279,Dennis Francis,North,Delhi,New Delhi,Furniture,Cabinet,19,3656.97,15.41,58775.19,2026-11-05,Cash,Delivered,Home Office
O11039,C453,Amber Collins,North,Haryana,Gurgaon,Sports,Cricket Bat,43,33838.7,10.16,1307229.59,2026-07-28,Cash,Delivered,Consumer
O11040,C022,Carol Briggs,West,Goa,Margao,Electronics,Monitor,11,12065.07,11.1,117984.32,2026-12-13,UPI,Delivered,Corporate
O11041,C422,Nicholas Carroll,North,Delhi,New Delhi,Sports,Cricket Bat,24,42576.6,11.76,901670.2,2026-05-08,Debit Card,Delivered,Corporate
O11042,C043,David Hamilton,East,Bihar,Bhagalpur,Sports,Yoga Mat,7,15477.24,15.94,91071.18,2026-02-28,Cash,Delivered,Home Office
O11043,C244,Stephen Jackson,West,Maharashtra,Mumbai,Sports,Cricket Bat,49,42721.07,12.95,1822245.88,2026-03-17,Net Banking,Delivered,Corporate
O11044,C078,John Smith,South,Karnataka,Mysore,Clothing,Jeans,7,13662.91,8.22,87778.73,2026-11-09,UPI,Delivered,Corporate
O11045,C306,Victoria Elliott,South,Andhra Pradesh,Vijayawada,Electronics,Laptop,38,42724.73,9.38,1471251.71,2026-11-04,Credit Card,Delivered,Consumer
O11046,C192,Nicole Ray,North,Uttar Pradesh,Kanpur,Electronics,Printer,35,4416.81,17.0,128308.33,2026-02-10,Debit Card,Delivered,Consumer
O11047,C098,Gregory Williams,South,Andhra Pradesh,Visakhapatnam,Appliances,Mixer,41,37783.03,11.31,1373900.54,2026-03-20,UPI,Delivered,Home Office
O11048,C048,Stephanie Perez,South,Kerala,Trivandrum,Sports,Basketball,19,43607.87,8.09,761519.87,2026-05-05,Cash,Delivered,Corporate
O11049,C420,Amy Nguyen,North,Delhi,New Delhi,Accessories,Headset,8,8356.56,12.29,58636.31,2026-06-03,UPI,Delivered,Corporate
O11050,C204,Brittany Parker,South,Karnataka,Mangalore,Accessories,Power Bank,45,43203.6,7.03,1807487.41,2026-05-12,Net Banking,Pending,Consumer
O11051,C090,Brenda Williamson,East,Odisha,Rourkela,Accessories,Power Bank,25,29253.24,7.93,673336.45,2026-09-07,Net Banking,Cancelled,Home Office
O11052,C114,Douglas Allen,North,Punjab,Amritsar,Electronics,Keyboard,20,14772.91,14.66,252144.03,2026-02-03,Debit Card,Delivered,Home Office
O11053,C457,Angela Elliott,South,Karnataka,Mysore,Sports,Yoga Mat,26,21481.98,15.05,474472.49,2026-03-28,Debit Card,Delivered,Corporate
O11054,C497,Stephanie Stafford,North,Delhi,New Delhi,Clothing,Dress,6,38656.9,4.21,222176.67,2026-02-24,Cash,Delivered,Home Office
O11055,C349,Christopher Smith,West,Goa,Panaji,Appliances,Mixer,27,27900.96,16.91,625938.51,2026-11-07,UPI,Delivered,Corporate
O11056,C016,Jacob Hernandez,North,Haryana,Panipat,Furniture,Chair,23,43479.3,16.03,839720.07,2026-03-30,Net Banking,Delivered,Home Office
O11057,C278,Leslie Martin,West,Goa,Margao,Electronics,Printer,1,24303.07,14.68,20735.38,2026-11-24,Net Banking,Delivered,Corporate
O11058,C402,Lisa Brooks,East,Bihar,Bhagalpur,Appliances,Mixer,28,27778.47,10.97,692472.81,2026-06-17,Cash,Cancelled,Corporate
O11059,C351,Barbara Jefferson,East,Odisha,Rourkela,Accessories,Headset,30,29907.52,13.62,775023.47,2026-05-04,Net Banking,Delivered,Consumer
O11060,C341,Connor Moody,South,Karnataka,Mysore,Furniture,Cabinet,32,24507.85,9.06,713198.04,2026-08-25,UPI,Delivered,Corporate
O11061,C121,Daniel Carroll,North,Uttar Pradesh,Noida,Furniture,Table,19,46842.36,8.89,810883.41,2026-09-18,Cash,Delivered,Home Office
O11062,C013,Adam Moreno,West,Goa,Margao,Sports,Yoga Mat,25,1440.65,17.82,29598.15,2026-04-02,Cash,Cancelled,Home Office
O11063,C404,Jason Rocha,North,Haryana,Gurgaon,Appliances,Microwave,43,937.49,5.21,38211.81,2026-03-15,Net Banking,Delivered,Corporate
O11064,C014,Ellen Fowler MD,East,Jharkhand,Jamshedpur,Electronics,Keyboard,43,9233.89,7.68,366563.27,2026-03-30,Net Banking,Delivered,Consumer
O11065,C324,Taylor Patton,North,Uttar Pradesh,Lucknow,Sports,Yoga Mat,19,38406.17,11.2,647988.9,2026-10-14,Debit Card,Delivered,Consumer
O11066,C353,Anthony Burton,East,West Bengal,Kolkata,Appliances,Refrigerator,48,35244.55,6.59,1580252.84,2026-06-02,UPI,Delivered,Consumer
O11067,C241,Dustin Taylor,North,Uttar Pradesh,Noida,Clothing,Shirt,21,23734.08,8.38,456648.45,2026-08-03,Cash,Delivered,Home Office
O11068,C346,Julia Jordan,North,Punjab,Ludhiana,Sports,Tennis Racket,46,32175.78,11.99,1302623.58,2026-02-04,Cash,Delivered,Corporate
O11069,C452,Laura Henry,East,West Bengal,Kolkata,Furniture,Bookshelf,11,13921.82,15.35,129633.03,2026-01-23,UPI,Delivered,Corporate
